/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
7.736	21.07	8.55
7.737	20.74	8.14
7.738	20.43	7.73
7.739	20.14	7.33
7.740	19.86	6.95
7.741	19.61	6.58
7.742	19.36	6.22
7.743	19.14	5.88
7.744	18.93	5.56
7.745	18.74	5.25
7.746	18.57	4.96
7.747	18.41	4.68
7.748	18.26	4.43
7.749	18.12	4.19
7.750	17.98	3.97
7.751	17.85	3.77
7.752	17.72	3.58
7.753	17.59	3.42
7.754	17.45	3.28
7.755	17.30	3.15
7.756	17.14	3.04
7.757	16.96	2.96
7.758	16.77	2.89
7.759	16.57	2.83
7.760	16.35	2.80
7.761	16.11	2.78
7.762	15.87	2.79
7.763	15.60	2.80
7.764	15.32	2.84
7.765	15.03	2.89
7.766	14.71	2.95
7.767	14.38	3.03
7.768	14.03	3.13
7.769	13.67	3.23
7.770	13.30	3.35
7.771	12.93	3.49
7.772	12.55	3.63
7.773	12.18	3.78
7.774	11.81	3.94
7.775	11.45	4.11
7.776	11.10	4.29
7.777	10.76	4.48
7.778	10.43	4.66
7.779	10.12	4.86
7.780	9.83	5.05
7.781	9.55	5.24
7.782	9.29	5.44
7.783	9.06	5.63
7.784	8.84	5.82
7.785	8.65	6.00
7.786	8.49	6.18
7.787	8.35	6.36
7.788	8.24	6.53
7.789	8.17	6.70
7.790	8.12	6.87
7.791	8.11	7.04
7.792	8.14	7.20
7.793	8.19	7.36
7.794	8.28	7.51
7.795	8.41	7.66
7.796	8.57	7.81
7.797	8.76	7.95
7.798	8.99	8.09
7.799	9.25	8.22
7.800	9.54	8.35
7.801	9.86	8.46
7.802	10.20	8.56
7.803	10.58	8.66
7.804	10.98	8.74
7.805	11.40	8.82
7.806	11.84	8.88
7.807	12.29	8.93
7.808	12.76	8.97
7.809	13.24	9.00
7.810	13.72	9.01
7.811	14.21	9.02
7.812	14.70	9.03
7.813	15.17	9.02
7.814	15.64	9.01
7.815	16.09	8.99
7.816	16.51	8.97
7.817	16.91	8.95
7.818	17.28	8.91
7.819	17.62	8.88
7.820	17.94	8.84
7.821	18.23	8.80
7.822	18.50	8.75
7.823	18.74	8.70
7.824	18.96	8.65
7.825	19.16	8.60
7.826	19.34	8.55
7.827	19.50	8.50
7.828	19.63	8.45
7.829	19.75	8.39
7.830	19.85	8.34
7.831	19.92	8.29
7.832	19.98	8.24
7.833	20.03	8.20
7.834	20.06	8.15
7.835	20.08	8.12
7.836	20.09	8.09
7.837	20.10	8.07
7.838	20.09	8.05
7.839	20.08	8.04
7.840	20.05	8.04
7.841	20.02	8.04
7.842	19.98	8.06
7.843	19.93	8.08
7.844	19.88	8.10
7.845	19.81	8.14
7.846	19.73	8.17
7.847	19.65	8.22
7.848	19.55	8.26
7.849	19.44	8.31
7.850	19.31	8.36
7.851	19.18	8.41
7.852	19.02	8.47
7.853	18.86	8.51
7.854	18.67	8.56
7.855	18.47	8.60
7.856	18.25	8.63
7.857	18.02	8.66
7.858	17.76	8.69
7.859	17.49	8.70
7.860	17.19	8.72
7.861	16.88	8.72
7.862	16.54	8.72
7.863	16.19	8.71
7.864	15.82	8.70
7.865	15.43	8.68
7.866	15.03	8.65
7.867	14.63	8.62
7.868	14.21	8.58
7.869	13.79	8.54
7.870	13.37	8.49
7.871	12.95	8.43
7.872	12.53	8.37
7.873	12.12	8.30
7.874	11.72	8.23
7.875	11.33	8.14
7.876	10.95	8.05
7.877	10.59	7.95
7.878	10.24	7.85
7.879	9.91	7.74
7.880	9.61	7.63
7.881	9.32	7.51
7.882	9.07	7.39
7.883	8.84	7.27
7.884	8.65	7.14
7.885	8.48	7.00
7.886	8.35	6.86
7.887	8.25	6.71
7.888	8.19	6.56
7.889	8.16	6.41
7.890	8.16	6.26
7.891	8.20	6.10
7.892	8.28	5.95
7.893	8.39	5.80
7.894	8.54	5.65
7.895	8.72	5.50
7.896	8.93	5.35
7.897	9.18	5.20
7.898	9.46	5.06
7.899	9.77	4.92
7.900	10.12	4.78
7.901	10.50	4.65
7.902	10.92	4.52
7.903	11.37	4.39
7.904	11.85	4.26
7.905	12.36	4.13
7.906	12.90	4.01
7.907	13.48	3.90
7.908	14.07	3.79
7.909	14.69	3.68
7.910	15.33	3.58
7.911	15.99	3.49
7.912	16.67	3.40
7.913	17.36	3.32
7.914	18.05	3.25
7.915	18.74	3.19
7.916	19.44	3.14
7.917	20.13	3.09
7.918	20.80	3.05
7.919	21.46	3.02
7.920	22.09	3.00
7.921	22.70	2.99
7.922	23.29	2.99
7.923	23.85	2.99
7.924	24.39	3.01
7.925	24.91	3.03
7.926	25.40	3.06
7.927	25.87	3.10
7.928	26.32	3.14
7.929	26.73	3.19
7.930	27.12	3.25
7.931	27.48	3.31
7.932	27.82	3.38
7.933	28.13	3.45
7.934	28.43	3.53
7.935	28.70	3.61
7.936	28.95	3.69
7.937	29.19	3.77
7.938	29.41	3.86
7.939	29.60	3.94
7.940	29.78	4.02
7.941	29.93	4.11
7.942	30.05	4.18
7.943	30.15	4.26
7.944	30.21	4.32
7.945	30.23	4.39
7.946	30.22	4.45
7.947	30.17	4.50
7.948	30.08	4.55
7.949	29.95	4.59
7.950	29.79	4.63
7.951	29.60	4.66
7.952	29.37	4.69
7.953	29.12	4.71
7.954	28.83	4.73
7.955	28.52	4.76
7.956	28.17	4.78
7.957	27.79	4.80
7.958	27.37	4.82
7.959	26.92	4.85
7.960	26.43	4.88
7.961	25.90	4.91
7.962	25.33	4.94
7.963	24.73	4.98
7.964	24.11	5.02
7.965	23.46	5.07
7.966	22.79	5.12
7.967	22.11	5.17
7.968	21.41	5.23
7.969	20.71	5.30
7.970	20.00	5.37
7.971	19.29	5.44
7.972	18.58	5.51
7.973	17.87	5.59
7.974	17.16	5.67
7.975	16.46	5.75
7.976	15.76	5.84
7.977	15.08	5.92
7.978	14.41	6.01
7.979	13.76	6.09
7.980	13.12	6.18
7.981	12.50	6.28
7.982	11.90	6.37
7.983	11.32	6.47
7.984	10.77	6.58
7.985	10.24	6.69
7.986	9.74	6.80
7.987	9.27	6.92
7.988	8.82	7.04
7.989	8.41	7.17
7.990	8.03	7.30
7.991	7.68	7.43
7.992	7.37	7.57
7.993	7.08	7.71
7.994	6.83	7.85
7.995	6.61	7.99
7.996	6.42	8.13
7.997	6.26	8.27
7.998	6.13	8.41
7.999	6.03	8.54
8.000	5.95	8.67
8.001	5.90	8.78
8.002	5.87	8.89
8.003	5.86	8.99
8.004	5.87	9.08
8.005	5.90	9.15
8.006	5.94	9.20
8.007	6.01	9.24
8.008	6.08	9.25
8.009	6.17	9.25
8.010	6.27	9.23
8.011	6.38	9.20
8.012	6.51	9.14
8.013	6.64	9.07
8.014	6.79	8.98
8.015	6.94	8.87
8.016	7.11	8.76
8.017	7.28	8.63
8.018	7.47	8.49
8.019	7.66	8.34
8.020	7.86	8.17
8.021	8.07	8.00
8.022	8.28	7.82
8.023	8.49	7.62
8.024	8.71	7.42
8.025	8.93	7.22
8.026	9.14	7.01
8.027	9.35	6.80
8.028	9.57	6.59
8.029	9.78	6.38
8.030	10.00	6.16
8.031	10.22	5.95
8.032	10.44	5.75
8.033	10.66	5.54
8.034	10.89	5.34
8.035	11.12	5.14
8.036	11.35	4.95
8.037	11.59	4.77
8.038	11.82	4.59
8.039	12.05	4.41
8.040	12.28	4.25
8.041	12.51	4.09
8.042	12.73	3.93
8.043	12.94	3.78
8.044	13.14	3.64
8.045	13.34	3.50
8.046	13.54	3.37
8.047	13.75	3.24
8.048	13.96	3.12
8.049	14.17	3.01
8.050	14.39	2.90
8.051	14.63	2.79
8.052	14.87	2.69
8.053	15.13	2.58
8.054	15.40	2.49
8.055	15.68	2.39
8.056	15.97	2.30
8.057	16.27	2.21
8.058	16.59	2.12
8.059	16.91	2.03
8.060	17.24	1.95
8.061	17.57	1.88
8.062	17.91	1.81
8.063	18.25	1.74
8.064	18.59	1.68
8.065	18.92	1.62
8.066	19.24	1.57
8.067	19.54	1.53
8.068	19.83	1.49
8.069	20.10	1.46
8.070	20.35	1.43
8.071	20.57	1.42
8.072	20.76	1.40
8.073	20.93	1.40
8.074	21.06	1.40
8.075	21.16	1.40
8.076	21.22	1.42
8.077	21.24	1.44
8.078	21.22	1.46
8.079	21.16	1.49
8.080	21.06	1.53
8.081	20.93	1.58
8.082	20.76	1.63
8.083	20.56	1.68
8.084	20.34	1.75
8.085	20.08	1.81
8.086	19.80	1.88
8.087	19.50	1.96
8.088	19.17	2.04
8.089	18.82	2.13
8.090	18.45	2.21
8.091	18.06	2.31
8.092	17.65	2.40
8.093	17.22	2.50
8.094	16.79	2.60
8.095	16.35	2.70
8.096	15.92	2.80
8.097	15.48	2.90
8.098	15.06	3.00
8.099	14.64	3.10
8.100	14.24	3.19
8.101	13.85	3.28
8.102	13.48	3.37
8.103	13.13	3.46
8.104	12.80	3.54
8.105	12.49	3.61
8.106	12.20	3.68
8.107	11.94	3.75
8.108	11.70	3.81
8.109	11.49	3.87
8.110	11.30	3.93
8.111	11.13	3.97
8.112	10.99	4.02
8.113	10.86	4.06
8.114	10.76	4.10
8.115	10.68	4.14
8.116	10.61	4.18
8.117	10.56	4.22
8.118	10.53	4.26
8.119	10.51	4.29
8.120	10.51	4.33
8.121	10.53	4.38
8.122	10.56	4.42
8.123	10.60	4.47
8.124	10.65	4.52
8.125	10.70	4.57
8.126	10.77	4.62
8.127	10.83	4.68
8.128	10.90	4.73
8.129	10.97	4.79
8.130	11.02	4.86
8.131	11.07	4.92
8.132	11.11	4.98
8.133	11.13	5.05
8.134	11.13	5.11
8.135	11.11	5.18
8.136	11.08	5.24
8.137	11.04	5.30
8.138	10.99	5.35
8.139	10.93	5.40
8.140	10.87	5.45
8.141	10.81	5.49
8.142	10.75	5.52
8.143	10.69	5.55
8.144	10.64	5.57
8.145	10.59	5.58
8.146	10.55	5.59
8.147	10.52	5.60
8.148	10.49	5.61
8.149	10.47	5.62
8.150	10.46	5.63
8.151	10.46	5.64
8.152	10.46	5.65
8.153	10.47	5.67
8.154	10.48	5.69
8.155	10.49	5.72
8.156	10.51	5.75
8.157	10.52	5.79
8.158	10.53	5.83
8.159	10.55	5.88
8.160	10.56	5.94
8.161	10.57	6.01
8.162	10.59	6.08
8.163	10.61	6.15
8.164	10.64	6.24
8.165	10.67	6.33
8.166	10.70	6.42
8.167	10.73	6.52
8.168	10.77	6.63
8.169	10.82	6.74
8.170	10.86	6.87
8.171	10.91	7.00
8.172	10.95	7.14
8.173	10.99	7.29
8.174	11.02	7.45
8.175	11.05	7.63
8.176	11.06	7.81
8.177	11.06	8.01
8.178	11.05	8.22
8.179	11.02	8.44
8.180	10.98	8.67
8.181	10.92	8.91
8.182	10.85	9.17
8.183	10.76	9.43
8.184	10.66	9.71
8.185	10.55	9.99
8.186	10.43	10.28
8.187	10.30	10.58
8.188	10.17	10.89
8.189	10.04	11.20
8.190	9.90	11.53
8.191	9.77	11.86
8.192	9.63	12.20
8.193	9.49	12.54
8.194	9.35	12.89
8.195	9.21	13.23
8.196	9.07	13.58
8.197	8.93	13.93
8.198	8.78	14.28
8.199	8.64	14.62
8.200	8.49	14.97
8.201	8.35	15.31
8.202	8.20	15.65
8.203	8.05	15.99
8.204	7.91	16.32
8.205	7.76	16.65
8.206	7.62	16.97
8.207	7.48	17.28
8.208	7.33	17.58
8.209	7.20	17.87
8.210	7.06	18.15
8.211	6.93	18.42
8.212	6.80	18.66
8.213	6.68	18.90
8.214	6.56	19.11
8.215	6.45	19.31
8.216	6.34	19.48
8.217	6.23	19.64
8.218	6.13	19.77
8.219	6.03	19.89
8.220	5.93	20.00
8.221	5.83	20.09
8.222	5.74	20.17
8.223	5.65	20.25
8.224	5.56	20.33
8.225	5.48	20.40
8.226	5.40	20.48
8.227	5.32	20.56
8.228	5.25	20.64
8.229	5.18	20.72
8.230	5.12	20.81
8.231	5.06	20.91
8.232	5.01	21.01
8.233	4.97	21.12
8.234	4.93	21.23
8.235	4.90	21.35
8.236	4.89	21.48
8.237	4.88	21.62
8.238	4.87	21.76
8.239	4.88	21.90
8.240	4.89	22.05
8.241	4.91	22.20
8.242	4.94	22.35
8.243	4.97	22.50
8.244	5.00	22.63
8.245	5.04	22.76
8.246	5.07	22.88
8.247	5.11	22.98
8.248	5.16	23.07
8.249	5.20	23.14
8.250	5.26	23.19
8.251	5.32	23.22
8.252	5.40	23.24
8.253	5.49	23.24
8.254	5.59	23.23
8.255	5.70	23.20
8.256	5.83	23.16
8.257	5.98	23.11
8.258	6.15	23.04
8.259	6.33	22.96
8.260	6.53	22.88
8.261	6.74	22.78
8.262	6.98	22.68
8.263	7.23	22.56
8.264	7.49	22.43
8.265	7.77	22.30
8.266	8.07	22.16
8.267	8.38	22.01
8.268	8.70	21.85
8.269	9.03	21.69
8.270	9.37	21.52
8.271	9.71	21.34
8.272	10.06	21.16
8.273	10.40	20.98
8.274	10.75	20.79
8.275	11.09	20.60
8.276	11.43	20.41
8.277	11.77	20.22
8.278	12.12	20.03
8.279	12.46	19.85
8.280	12.82	19.67
8.281	13.18	19.50
8.282	13.55	19.34
8.283	13.94	19.19
8.284	14.33	19.04
8.285	14.73	18.91
8.286	15.15	18.79
8.287	15.58	18.69
8.288	16.03	18.60
8.289	16.49	18.52
8.290	16.96	18.45
8.291	17.46	18.40
8.292	17.97	18.37
8.293	18.50	18.34
8.294	19.05	18.33
8.295	19.62	18.32
8.296	20.22	18.32
8.297	20.84	18.33
8.298	21.48	18.33
8.299	22.14	18.34
8.300	22.82	18.35
8.301	23.52	18.35
8.302	24.24	18.34
8.303	24.98	18.32
8.304	25.73	18.29
8.305	26.48	18.26
8.306	27.24	18.21
8.307	28.01	18.15
8.308	28.77	18.07
8.309	29.52	17.99
8.310	30.25	17.89
8.311	30.97	17.79
8.312	31.66	17.66
8.313	32.33	17.53
8.314	32.96	17.38
8.315	33.55	17.22
8.316	34.10	17.05
8.317	34.60	16.86
8.318	35.07	16.66
8.319	35.48	16.45
8.320	35.86	16.23
8.321	36.19	15.99
8.322	36.49	15.75
8.323	36.75	15.50
8.324	36.97	15.25
8.325	37.16	14.99
8.326	37.32	14.72
8.327	37.46	14.46
8.328	37.57	14.20
8.329	37.66	13.94
8.330	37.72	13.69
8.331	37.76	13.44
8.332	37.78	13.19
8.333	37.78	12.95
8.334	37.75	12.72
8.335	37.71	12.49
8.336	37.64	12.27
8.337	37.55	12.06
8.338	37.43	11.85
8.339	37.29	11.64
8.340	37.11	11.45
8.341	36.91	11.26
8.342	36.68	11.07
8.343	36.44	10.89
8.344	36.18	10.72
8.345	35.91	10.55
8.346	35.63	10.39
8.347	35.34	10.23
8.348	35.05	10.07
8.349	34.74	9.92
8.350	34.43	9.77
8.351	34.11	9.62
8.352	33.78	9.47
8.353	33.44	9.33
8.354	33.09	9.19
8.355	32.73	9.05
8.356	32.36	8.91
8.357	31.98	8.78
8.358	31.59	8.65
8.359	31.18	8.53
8.360	30.77	8.41
8.361	30.34	8.28
8.362	29.90	8.16
8.363	29.46	8.05
8.364	28.99	7.93
8.365	28.52	7.81
8.366	28.03	7.69
8.367	27.53	7.58
8.368	27.01	7.46
8.369	26.49	7.35
8.370	25.96	7.23
8.371	25.43	7.12
8.372	24.91	7.01
8.373	24.38	6.91
8.374	23.86	6.80
8.375	23.35	6.70
8.376	22.85	6.60
8.377	22.35	6.51
8.378	21.85	6.42
8.379	21.37	6.33
8.380	20.89	6.25
8.381	20.41	6.18
8.382	19.93	6.11
8.383	19.46	6.06
8.384	18.98	6.01
8.385	18.50	5.97
8.386	18.02	5.93
8.387	17.54	5.91
8.388	17.07	5.89
8.389	16.60	5.89
8.390	16.15	5.89
8.391	15.71	5.90
8.392	15.29	5.93
8.393	14.90	5.96
8.394	14.54	6.01
8.395	14.21	6.07
8.396	13.91	6.13
8.397	13.64	6.22
8.398	13.42	6.31
8.399	13.23	6.41
8.400	13.08	6.53
8.401	12.98	6.65
8.402	12.92	6.79
8.403	12.90	6.94
8.404	12.92	7.09
8.405	12.99	7.26
8.406	13.10	7.43
8.407	13.25	7.61
8.408	13.45	7.80
8.409	13.68	7.99
8.410	13.95	8.19
8.411	14.26	8.40
8.412	14.60	8.62
8.413	14.98	8.84
8.414	15.38	9.07
8.415	15.80	9.30
8.416	16.25	9.54
8.417	16.72	9.78
8.418	17.20	10.03
8.419	17.69	10.27
8.420	18.19	10.52
8.421	18.68	10.77
8.422	19.17	11.03
8.423	19.65	11.28
8.424	20.11	11.54
8.425	20.55	11.80
8.426	20.97	12.05
8.427	21.37	12.30
8.428	21.73	12.55
8.429	22.05	12.80
8.430	22.34	13.04
8.431	22.58	13.27
8.432	22.77	13.50
8.433	22.91	13.73
8.434	22.98	13.96
8.435	23.00	14.18
8.436	22.94	14.40
8.437	22.81	14.62
8.438	22.62	14.84
8.439	22.36	15.06
8.440	22.05	15.28
8.441	21.69	15.49
8.442	21.29	15.70
8.443	20.85	15.91
8.444	20.38	16.11
8.445	19.88	16.30
8.446	19.35	16.49
8.447	18.81	16.66
8.448	18.26	16.82
8.449	17.69	16.97
8.450	17.12	17.10
8.451	16.54	17.23
8.452	15.97	17.33
8.453	15.40	17.43
8.454	14.84	17.51
8.455	14.30	17.58
8.456	13.77	17.63
8.457	13.26	17.67
8.458	12.77	17.69
8.459	12.31	17.70
8.460	11.88	17.69
8.461	11.47	17.67
8.462	11.10	17.64
8.463	10.75	17.59
8.464	10.44	17.53
8.465	10.17	17.45
8.466	9.92	17.36
8.467	9.71	17.25
8.468	9.54	17.13
8.469	9.40	17.00
8.470	9.29	16.86
8.471	9.22	16.70
8.472	9.17	16.53
8.473	9.16	16.35
8.474	9.18	16.16
8.475	9.22	15.95
8.476	9.29	15.74
8.477	9.38	15.52
8.478	9.50	15.29
8.479	9.64	15.06
8.480	9.81	14.83
8.481	10.00	14.59
8.482	10.23	14.36
8.483	10.47	14.13
8.484	10.75	13.91
8.485	11.05	13.69
8.486	11.38	13.47
8.487	11.73	13.27
8.488	12.10	13.07
8.489	12.50	12.88
8.490	12.91	12.71
8.491	13.34	12.54
8.492	13.79	12.39
8.493	14.26	12.25
8.494	14.74	12.12
8.495	15.24	12.01
8.496	15.75	11.90
8.497	16.27	11.81
8.498	16.81	11.73
8.499	17.36	11.66
8.500	17.91	11.60
8.501	18.48	11.55
8.502	19.05	11.52
8.503	19.63	11.49
8.504	20.22	11.48
8.505	20.81	11.48
8.506	21.40	11.50
8.507	21.99	11.52
8.508	22.57	11.56
8.509	23.15	11.62
8.510	23.73	11.68
8.511	24.30	11.76
8.512	24.85	11.85
8.513	25.41	11.95
8.514	25.95	12.07
8.515	26.48	12.20
8.516	27.01	12.34
8.517	27.52	12.49
8.518	28.02	12.65
8.519	28.51	12.83
8.520	28.98	13.01
8.521	29.43	13.21
8.522	29.86	13.41
8.523	30.26	13.62
8.524	30.65	13.83
8.525	31.01	14.05
8.526	31.34	14.27
8.527	31.65	14.49
8.528	31.94	14.70
8.529	32.21	14.91
8.530	32.45	15.11
8.531	32.68	15.30
8.532	32.89	15.49
8.533	33.09	15.67
8.534	33.26	15.85
8.535	33.41	16.02
8.536	33.55	16.18
8.537	33.67	16.33
8.538	33.77	16.47
8.539	33.86	16.61
8.540	33.93	16.73
8.541	34.00	16.85
8.542	34.05	16.96
8.543	34.10	17.07
8.544	34.14	17.16
8.545	34.16	17.25
8.546	34.17	17.33
8.547	34.17	17.41
8.548	34.15	17.49
8.549	34.11	17.56
8.550	34.05	17.62
8.551	33.97	17.69
8.552	33.87	17.75
8.553	33.76	17.82
8.554	33.63	17.88
8.555	33.49	17.95
8.556	33.34	18.01
8.557	33.18	18.07
8.558	33.01	18.13
8.559	32.84	18.19
8.560	32.65	18.26
8.561	32.46	18.32
8.562	32.25	18.38
8.563	32.04	18.44
8.564	31.81	18.50
8.565	31.57	18.56
8.566	31.32	18.63
8.567	31.05	18.69
8.568	30.78	18.74
8.569	30.49	18.80
8.570	30.18	18.85
8.571	29.87	18.90
8.572	29.56	18.94
8.573	29.25	18.98
8.574	28.95	19.02
8.575	28.66	19.05
8.576	28.38	19.08
8.577	28.12	19.11
8.578	27.87	19.15
8.579	27.65	19.18
8.580	27.45	19.23
8.581	27.27	19.27
8.582	27.11	19.32
8.583	26.98	19.37
8.584	26.86	19.42
8.585	26.77	19.48
8.586	26.69	19.54
8.587	26.62	19.61
8.588	26.57	19.67
8.589	26.53	19.74
8.590	26.48	19.82
8.591	26.44	19.89
8.592	26.40	19.97
8.593	26.34	20.05
8.594	26.26	20.14
8.595	26.17	20.22
8.596	26.06	20.32
8.597	25.93	20.41
8.598	25.78	20.51
8.599	25.60	20.60
8.600	25.40	20.70
8.601	25.17	20.79
8.602	24.92	20.88
8.603	24.66	20.96
8.604	24.38	21.03
8.605	24.08	21.09
8.606	23.77	21.14
8.607	23.46	21.17
8.608	23.15	21.19
8.609	22.83	21.20
8.610	22.53	21.19
8.611	22.24	21.17
8.612	21.96	21.13
8.613	21.69	21.07
8.614	21.45	20.99
8.615	21.23	20.90
8.616	21.03	20.80
8.617	20.86	20.68
8.618	20.71	20.54
8.619	20.58	20.40
8.620	20.49	20.24
8.621	20.42	20.07
8.622	20.37	19.89
8.623	20.35	19.71
8.624	20.35	19.51
8.625	20.36	19.31
8.626	20.40	19.11
8.627	20.45	18.91
8.628	20.52	18.70
8.629	20.61	18.49
8.630	20.70	18.28
8.631	20.81	18.08
8.632	20.92	17.88
8.633	21.04	17.67
8.634	21.16	17.47
8.635	21.28	17.27
8.636	21.39	17.07
8.637	21.50	16.88
8.638	21.59	16.67
8.639	21.68	16.47
8.640	21.75	16.26
8.641	21.81	16.04
8.642	21.86	15.81
8.643	21.90	15.58
8.644	21.93	15.34
8.645	21.94	15.09
8.646	21.95	14.84
8.647	21.96	14.58
8.648	21.95	14.32
8.649	21.94	14.07
8.650	21.91	13.82
8.651	21.88	13.57
8.652	21.85	13.32
8.653	21.81	13.08
8.654	21.76	12.84
8.655	21.71	12.60
8.656	21.65	12.37
8.657	21.60	12.15
8.658	21.54	11.93
8.659	21.47	11.71
8.660	21.41	11.49
8.661	21.34	11.27
8.662	21.27	11.06
8.663	21.21	10.85
8.664	21.15	10.64
8.665	21.09	10.43
8.666	21.04	10.24
8.667	20.99	10.05
8.668	20.94	9.87
8.669	20.90	9.70
8.670	20.87	9.54
8.671	20.85	9.40
8.672	20.83	9.27
8.673	20.83	9.15
8.674	20.84	9.04
8.675	20.86	8.95
8.676	20.90	8.88
8.677	20.95	8.82
8.678	21.02	8.77
8.679	21.12	8.74
8.680	21.24	8.72
8.681	21.38	8.71
8.682	21.54	8.72
8.683	21.73	8.73
8.684	21.94	8.76
8.685	22.17	8.80
8.686	22.42	8.84
8.687	22.69	8.89
8.688	22.97	8.95
8.689	23.27	9.01
8.690	23.57	9.07
8.691	23.88	9.14
8.692	24.20	9.21
8.693	24.51	9.28
8.694	24.82	9.35
8.695	25.12	9.42
8.696	25.41	9.49
8.697	25.69	9.57
8.698	25.96	9.65
8.699	26.22	9.73
8.700	26.46	9.81
8.701	26.69	9.90
8.702	26.91	9.99
8.703	27.10	10.09
8.704	27.28	10.20
8.705	27.43	10.31
8.706	27.56	10.43
8.707	27.67	10.57
8.708	27.76	10.71
8.709	27.82	10.87
8.710	27.85	11.03
8.711	27.85	11.22
8.712	27.82	11.41
8.713	27.75	11.61
8.714	27.64	11.83
8.715	27.49	12.06
8.716	27.30	12.31
8.717	27.08	12.56
8.718	26.83	12.82
8.719	26.56	13.10
8.720	26.26	13.38
8.721	25.95	13.67
8.722	25.64	13.98
8.723	25.31	14.29
8.724	24.99	14.61
8.725	24.66	14.94
8.726	24.34	15.27
8.727	24.03	15.61
8.728	23.72	15.95
8.729	23.43	16.29
8.730	23.14	16.62
8.731	22.87	16.96
8.732	22.60	17.29
8.733	22.36	17.61
8.734	22.13	17.92
8.735	21.91	18.22
8.736	21.72	18.51
8.737	21.55	18.80
8.738	21.41	19.06
8.739	21.29	19.32
8.740	21.19	19.55
8.741	21.11	19.77
8.742	21.06	19.97
8.743	21.03	20.15
8.744	21.02	20.31
8.745	21.03	20.45
8.746	21.05	20.57
8.747	21.09	20.67
8.748	21.14	20.75
8.749	21.22	20.81
8.750	21.32	20.85
8.751	21.44	20.88
8.752	21.60	20.88
8.753	21.78	20.86
8.754	21.99	20.83
8.755	22.24	20.78
8.756	22.52	20.71
8.757	22.83	20.63
8.758	23.18	20.54
8.759	23.55	20.44
8.760	23.96	20.32
8.761	24.40	20.20
8.762	24.86	20.07
8.763	25.35	19.92
8.764	25.85	19.77
8.765	26.38	19.61
8.766	26.92	19.45
8.767	27.46	19.29
8.768	28.02	19.12
8.769	28.57	18.95
8.770	29.13	18.78
8.771	29.68	18.62
8.772	30.23	18.46
8.773	30.78	18.31
8.774	31.31	18.16
8.775	31.84	18.01
8.776	32.36	17.87
8.777	32.86	17.74
8.778	33.36	17.61
8.779	33.85	17.48
8.780	34.33	17.36
8.781	34.81	17.24
8.782	35.28	17.12
8.783	35.75	17.01
8.784	36.21	16.91
8.785	36.68	16.81
8.786	37.13	16.71
8.787	37.59	16.62
8.788	38.04	16.54
8.789	38.48	16.47
8.790	38.93	16.40
8.791	39.37	16.34
8.792	39.80	16.28
8.793	40.23	16.24
8.794	40.64	16.19
8.795	41.04	16.15
8.796	41.43	16.11
8.797	41.80	16.08
8.798	42.15	16.04
8.799	42.49	16.00
8.800	42.81	15.96
8.801	43.10	15.92
8.802	43.38	15.87
8.803	43.62	15.82
8.804	43.84	15.75
8.805	44.01	15.68
8.806	44.14	15.60
8.807	44.22	15.51
8.808	44.25	15.40
8.809	44.21	15.28
8.810	44.11	15.14
8.811	43.95	14.99
8.812	43.71	14.82
8.813	43.41	14.64
8.814	43.04	14.44
8.815	42.59	14.23
8.816	42.08	14.01
8.817	41.51	13.78
8.818	40.87	13.55
8.819	40.19	13.31
8.820	39.45	13.08
8.821	38.68	12.85
8.822	37.87	12.63
8.823	37.04	12.41
8.824	36.19	12.19
8.825	35.33	11.99
8.826	34.46	11.80
8.827	33.59	11.61
8.828	32.72	11.44
8.829	31.85	11.28
8.830	30.99	11.13
8.831	30.15	10.99
8.832	29.32	10.87
8.833	28.50	10.75
8.834	27.69	10.65
8.835	26.91	10.56
8.836	26.14	10.48
8.837	25.38	10.41
8.838	24.65	10.36
8.839	23.94	10.32
8.840	23.25	10.30
8.841	22.57	10.29
8.842	21.92	10.30
8.843	21.29	10.33
8.844	20.67	10.37
8.845	20.06	10.43
8.846	19.47	10.51
8.847	18.89	10.61
8.848	18.31	10.72
8.849	17.75	10.85
